section,reference,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
206 Accessible Routes,206.4.6,Residential Dwelling Unit Primary Entrance,"In residential dwelling units, at least one primary entrance shall comply with 404. The primary entrance to a residential dwelling unit shall not be to a bedroom.",['Door'],['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.4.7,Restricted Entrances,"Where restricted entrances are provided to a building or facility, at least one restricted entrance to the building or facility shall comply with 404.",['Door'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.4.8,Service Entrances,"If a service entrance is the only entrance to a building or to a tenancy in a facility, that entrance shall comply with 404.",['Door'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.4.9,Entrances for Inmates or Detainees,"Where entrances used only by inmates or detainees and security personnel are provided at judicial facilities, detention facilities, or correctional facilities, at least one such entrance shall comply with 404.",['Door'],['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.5,"Doors, Doorways, and Gates","Doors, doorways, and gates providing user passage shall be provided in accordance with 206.5.","['Door', 'Gate']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.5.1,Entrances,"Each entrance to a building or facility required to comply with 206.4 shall have at least one door, doorway, or gate complying with 404.","['Door', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.5.2,Rooms and Spaces,"Within a building or facility, at least one door, doorway, or gate serving each room or space complying with these requirements shall comply with 404.","['Door', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.5.3,Transient Lodging Facilities,"In transient lodging facilities, entrances, doors, and doorways providing user passage into and within guest rooms that are not required to provide mobility features complying with 806.2 shall comply with 404.2.3.","['Door', 'BuildingElementProxy']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.5.4,Residential Dwelling Units,"In residential dwelling units required to provide mobility features complying with 809.2 through 809.4, all doors and doorways providing user passage shall comply with 404.",['Door'],['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.6,Elevators,"Elevators provided for passengers shall comply with 407. Where multiple elevators are provided, each elevator shall comply with 407.",['Elevator'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",elevators_conveying_systems,elevator_consultant
206 Accessible Routes,206.6.1,Existing Elevators,"Where elements of existing elevators are altered, the same element shall also be altered in all elevators that are programmed to respond to the same hall call control as the altered elevator and shall comply with the requirements of 407 for the altered element.",['Elevator'],"['Assembly (A)', 'Business (B)', 'Institutional (I)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",elevators_conveying_systems,elevator_consultant
206 Accessible Routes,206.7,Platform Lifts,Platform lifts shall comply with 410. Platform lifts shall be permitted as a component of an accessible route in new construction in accordance with 206.7. Platform lifts shall be permitted as a component of an accessible route in an existing building or facility.,['Elevator'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.1,Performance Areas and Speakers’ Platforms,Platform lifts shall be permitted to provide accessible routes to performance areas and speakers’ platforms.,"['Ramp', 'Stair', 'RampFlight', 'Elevator', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.2,Wheelchair Spaces,Platform lifts shall be permitted to provide an accessible route to comply with the wheelchair space dispersion and line-of-sight requirements of 221 and 802.,"['Ramp', 'Stair', 'RampFlight', 'Elevator']","['Assembly (A)', 'Educational (E)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.3,Incidental Spaces,Platform lifts shall be permitted to provide an accessible route to incidental spaces which are not public use spaces and which are occupied by five persons maximum.,"['Ramp', 'RampFlight', 'Elevator', 'Stair', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.4,Judicial Spaces,"Platform lifts shall be permitted to provide an accessible route to: jury boxes and witness stands; raised courtroom stations including, judges’ benches, clerks’ stations, bailiffs’ stations, deputy clerks’ stations, and court reporters’ stations; and to depressed areas such as the well of a court.","['Ramp', 'RampFlight', 'Elevator']","['Assembly (A)', 'Business (B)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.5,Existing Site Constraints,Platform lifts shall be permitted where existing exterior site constraints make use of a ramp or elevator infeasible.,"['Ramp', 'Elevator']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.6,Guest Rooms and Residential Dwelling Units,Platform lifts shall be permitted to connect levels within transient lodging guest rooms required to provide mobility features complying with 806.2 or residential dwelling units required to provide mobility features complying with 809.2 through 809.4.,"['Ramp', 'RampFlight', 'Stair', 'Elevator']","['Residential (R)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.7,Amusement Rides,Platform lifts shall be permitted to provide accessible routes to load and unload areas serving amusement rides.,"['Ramp', 'Platform', 'BuildingElementProxy']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.8,Play Areas,Platform lifts shall be permitted to provide accessible routes to play components or soft contained play structures.,"['Ramp', 'RampFlight', 'BuildingElementProxy']","['Assembly (A)', 'Educational (E)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.9,Team or Player Seating,Platform lifts shall be permitted to provide accessible routes to team or player seating areas serving areas of sport activity.,"['Ramp', 'RampFlight', 'Stair', 'BuildingElementProxy']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.7.10,Recreational Boating Facilities and Fishing Piers and Platforms,Platform lifts shall be permitted to be used instead of gangways that are part of accessible routes serving recreational boating facilities and fishing piers and platforms.,"['Ramp', 'RampFlight', 'Elevator']","['Assembly (A)', 'Utility and Miscellaneous (U)']","['sd', 'dd', 'cd']",accessibility,architect
206 Accessible Routes,206.8,Security Barriers,"Security barriers, including but not limited to, security bollards and security check points, shall not obstruct a required accessible route or accessible means of egress.","['BuildingElementProxy', 'Barrier']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
207 Accessible Means of Egress,207.1,General,"Means of egress shall comply with section 1003.2.13 of the International Building Code (2000 edition and 2001 Supplement) or section 1007 of the International Building Code (2003 edition) (incorporated by reference, see “Referenced Standards” in Chapter 1).","['Door', 'Stair', 'Ramp', 'Slab', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",means_of_egress,architect
207 Accessible Means of Egress,207.2,Platform Lifts,"Standby power shall be provided for platform lifts permitted by section 1003.2.13.4 of the International Building Code (2000 edition and 2001 Supplement) or section 1007.5 of the International Building Code (2003 edition) (incorporated by reference, see “Referenced Standards” in Chapter 1) to serve as a part of an accessible means of egress.","['Elevator', 'Ramp', 'RampFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
208 Parking Spaces,208.1,General,"Where parking spaces are provided, parking spaces shall be provided in accordance with 208.","['Pavement', 'Kerb']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
208 Parking Spaces,208.2,Minimum Number,"Parking spaces complying with 502 shall be provided in accordance with Table 208.2 except as required by 208.2.1, 208.2.2, and 208.2.3. Where more than one parking facility is provided on a site, the number of accessible spaces provided on the site shall be calculated according to the number of spaces required for each parking facility.","['BuildingElementProxy', 'Pavement']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Residential (R)', 'Educational (E)']","['sd', 'dd', 'cd']",accessibility,architect
208 Parking Spaces,208.2.1,Hospital Outpatient Facilities,Ten percent of patient and visitor parking spaces provided to serve hospital outpatient facilities shall comply with 502.,"['BuildingElementProxy', 'Pavement']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
208 Parking Spaces,208.2.2,Rehabilitation Facilities and Outpatient Physical Therapy Facilities,Twenty percent of patient and visitor parking spaces provided to serve rehabilitation facilities specializing in treating conditions that affect mobility and outpatient physical therapy facilities shall comply with 502.,"['Parking', 'BuildingElementProxy']","['Institutional (I)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
