section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 11 [RE] Energy Efficiency,N1108.2.6,N1108.2.6 (R408.2.6) Energy Efficient Appliances,3,BuildingElementProxy,Residential (R),dd|cd,mechanical_systems,architect,"Each appliance of a type listed in Table N1108.2.6 installed in a residential building shall comply with the efficiency requirements specified in that table. Each appliance specified in Table N1108.2.6 shall be installed. A clothes washer shall be installed at each location plumbed for a clothes washer. Exception: In dwelling units of Group R-2 occupancies, where a dishwasher is not installed in each unit, not fewer than two appliance types complying with Table N1108.2.6 shall be installed. TABLE N1108.2.6 (R408.2.6)MINIMUM EFFICIENCY REQUIREMENTS: APPLIANCES APPLIANCE TYPES EFFICIENCY IMPROVEMENT TEST PROCEDURE Refrigerator Maximum Annual Energy Consumption (AEC), not greater than 620 kWH/yr 10 CFR 430, Subpart B, Appendix A Dishwasher Maximum Annual Energy Consumption (AEC), not greater than 240 kWh/yr 10 CFR 430, Subpart B, Appendix C1 Clothes washer and clothes dryer Clothes washer located within dwelling units:Maximum Annual Energy Consumption (AEC), not greater than 130 kWh/yr, and Integrated Modified Energy Factor (IMEF) &gt; 1.84 cu ft/kWh/cycleClothes washer not located within dwelling units and where dwelling units are not provided with rough-in plumbing for washers:Modified Energy Factor (MEF) &gt; 2.0 cu ft/kWh/cycle 10 CFR 430, Subpart B, Appendices D1, D2 and J2 For SI: 1 cubic foot per kilowatt hour per cycle = 0.028 m3/kWh/cycle."
Chapter 11 [RE] Energy Efficiency,N1108.2.7,N1108.2.7 (R408.2.7) Renewable Energy,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,architect,"Renewable energy resources shall be permanently installed and have the rated capacity to produce not less than 1.0 watt of on-site renewable energy per square foot of conditioned floor area. To qualify for this option, renewable energy certificate (REC) documentation shall meet the requirements of Section N1104.4."
Chapter 11 [RE] Energy Efficiency,N1108.2.8,N1108.2.8 (R408.2.8) Demand Response,3,BuildingElementProxy,Residential (R),dd|cd,mechanical_systems,mechanical_engineer,"The thermostat controlling the primary heating or cooling system of each dwelling unit shall be provided with a demand responsive control capable of communicating with the Virtual End Node (VEN) using a wired or wireless bi-directional communication pathway that provides the occupant the ability to voluntarily participate in utility demand response programs, where available. The thermostat shall be capable of executing the following actions in response to a demand response signal: Automatically increasing the zone operating cooling set point by the following values: 1°F (0.5°C), 2°F (1°C), 3°F (1.5°C) and 4°F (2°C). Automatically decreasing the zone operating heating set point by the following values: 1°F (0.5°C), 2°F (1°C), 3°F (1.5°C) and 4°F (2°C). Thermostats controlling single-stage HVAC systems shall comply with Section N1108.2.8.1. Thermostats controlling variable-capacity systems shall comply with Section N1108.2.8.2. Thermostats controlling multistage HVAC systems shall comply with either Section N1108.2.8.1 or N1108.2.8.2. Where a demand response signal is not available, the thermostat shall be capable of performing all other functions."
Chapter 11 [RE] Energy Efficiency,N1108.2.8.1,N1108.2.8.1 (R408.2.8.1) Single-Stage HVAC System Controls,4,BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),dd|cd,mechanical_systems,mechanical_engineer,"Thermostats controlling single-stage HVAC systems shall be provided with a demand responsive control that complies with one of the following:Certified OpenADR 2.0a VEN, as specified under Clause 11, Conformance.Certified OpenADR 2.0b VEN, as specified under Clause 11, Conformance.Certified by the manufacturer as being capable of responding to a demand response signal from a certified OpenADR 2.0b VEN by automatically implementing the control functions requested by the VEN for the equipment it controls.IEC 62746-10-1.The communication protocol required by a controlling entity, such as a utility or service provider, to participate in an automated demand response program.The physical configuration and communication protocol of CTA 2045-A or CTA-2045-B."
Chapter 11 [RE] Energy Efficiency,N1108.2.8.2,N1108.2.8.2 (R408.2.8.2) Variable-Capacity and Two-Stage HVAC System Controls,4,BuildingElementProxy,Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Thermostats controlling variable-capacity and two-stage HVAC systems shall be provided with a demand responsive control that complies with the communication and performance requirements of AHRI 1380.
Chapter 11 [RE] Energy Efficiency,N1108.2.9,N1108.2.9 (R408.2.9) Opaque Walls,3,Wall,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,assemblies_envelope,architect,"For buildings in Climate Zones 4 and 5, the maximum U-factor of 0.060 shall be permitted to be used for wood-framed walls for compliance with Table N1102.1.2 where complying with one or more of the following:Primary space heating is provided by a heat pump that meets one of the efficiencies in Section N1108.2.2.All installed water heaters are heat pumps that meet one of the efficiencies in Section N1108.2.3.In addition to the number of credits required by Section N1108.2, three additional credits are achieved.Renewable energy resources are installed to meet the requirements of Section N1108.2.7."
Chapter 11 [RE] Energy Efficiency,N1108.2.10,N1108.2.10 (R408.2.10) Whole-Home Lighting Control,3,Covering|BuildingElementProxy,Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,The dwelling unit shall have a manual control by the main entrance that turns off all the permanently installed interior lighting or a lighting control system that has the capability to turn off all permanently installed interior lighting from remote locations. Exceptions: Up to 5 percent of the total lighting power may remain uncontrolled. Spaces where lighting is controlled by a count-down timer or occupant sensor control.
Chapter 11 [RE] Energy Efficiency,N1108.2.11,N1108.2.11 (R408.2.11) Higher Efficacy Lighting,3,Covering,Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,All spaces shall be provided with hardwired lighting with a lamp efficacy of 90 lumens per watt (lm/W) or a luminaire efficacy of 55 lm/W. Exceptions: Closets. Other storage spaces.
Chapter 11 [RE] Energy Efficiency,N1109,Section N1109 (R501) Existing Buildings—General,1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1109.1,N1109.1 (R501.1) Scope,2,Wall|Slab|Roof|Window|Door,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"The provisions of Sections N1109 through N1113 shall control the alteration, repair, addition and change of occupancy of existing buildings and structures."
Chapter 11 [RE] Energy Efficiency,N1109.1.1,N1109.1.1 (R501.1.1) General,3,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,assemblies_envelope,architect,"Except as specified in this chapter, this code shall not be used to require the removal, alteration or abandonment of, nor prevent the continued use and maintenance of, an existing building or building system lawfully in existence at the time of adoption of this code. Unaltered portions of the existing building , or building supply system shall not be required to comply with this code."
Chapter 11 [RE] Energy Efficiency,N1109.2,N1109.2 (R501.2) Compliance,2,Wall|Roof|Slab|Window|Door,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,"Additions, alterations, repairs or changes of occupancy to, or relocation of, an existing building, building system or portion thereof shall comply with Section N1110, N1111, N1112 or N1113, respectively, in this code and the provisions for alterations, repairs, additions and changes of occupancy or relocation, respectively, in this code, the International Building Code, International Existing Building Code, International Fire Code, International Fuel Gas Code, International Mechanical Code, International Plumbing Code, International Property Maintenance Code, International Private Sewage Disposal Code and NFPA 70 as applicable. Changes where unconditioned space is changed to conditioned space shall comply with Section N1109.6."
Chapter 11 [RE] Energy Efficiency,N1109.3,N1109.3 (R501.3) Maintenance,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),ca,special_construction,owner,"Buildings and structures, and parts thereof, shall be maintained in a safe and sanitary condition. Devices and systems that are required by this code shall be maintained in conformance to the code edition under which installed. The owner or the owner's authorized agent shall be responsible for the maintenance of buildings and structures. The requirements of this chapter shall not provide the basis for removal or abrogation of energy conservation, fire protection and safety systems and devices in existing structures."
Chapter 11 [RE] Energy Efficiency,N1109.4,N1109.4 (R501.4) New and Replacement Materials,2,Wall|Slab|Roof|Door|Window,Residential (R),cd|ca,finishes_materials,architect,"Except as otherwise required or permitted by this code, materials permitted by the applicable code for new construction shall be used. Like materials shall be permitted for repairs, provided that hazards to life, health or property are not created. Hazardous materials shall not be used where the code for new construction would not allow their use in buildings of similar occupancy, purpose and location."
Chapter 11 [RE] Energy Efficiency,N1109.5,N1109.5 (R501.5) Historic Buildings,2,Wall|Roof|Window|Door,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,special_construction,architect,"Provisions of this chapter relating to the construction, repair, alteration, restoration and movement of structures, and change of occupancy shall not be mandatory for historic buildings provided that a report has been submitted to the building official and signed by the owner, a registered design professional, or a representative of the State Historic Preservation Office or the historic preservation authority having jurisdiction, demonstrating that compliance with that provision would threaten, degrade or destroy the historic form, fabric or function of the building."
Chapter 11 [RE] Energy Efficiency,N1109.6,N1109.6 (R501.6) Change in Space Conditioning,2,Wall|Slab|Roof|Window|Door,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,interior_environment,architect,"Any unconditioned or low-energy space that is altered to become conditioned space shall be required to be brought into full compliance with Section N1110.Exception: Where the simulated performance option in Section N1105 is used to comply with this section, the annual energy cost of the proposed design is permitted to be 110 percent of the annual energy cost otherwise allowed by Section N1105.2."
Chapter 11 [RE] Energy Efficiency,N1110,Section N1110 (R502) Additions,1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1110.1,N1110.1 (R502.1) General,2,Wall|Slab|Column|Roof,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,special_construction,architect,"Additions to an existing building, building system or portion thereof shall conform to the provisions of this chapter as they relate to new construction. Additions shall not create an unsafe or hazardous condition or overload existing building systems."
Chapter 11 [RE] Energy Efficiency,N1110.2,N1110.2 (R502.2) Prescriptive Compliance,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,Additions shall comply with Sections N1110.2.1 through N1110.2.5.
Chapter 11 [RE] Energy Efficiency,N1110.2.1,N1110.2.1 (R502.2.1) Building Thermal Envelope,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"New building thermal envelope assemblies that are part of the addition shall comply with Sections N1102.1, N1102.2, N1102.4.1 through N1102.4.5, and N1102.5.Exception: New building thermal envelope assemblies are exempt from the requirements of Section N1102.5.1.2."
Chapter 11 [RE] Energy Efficiency,N1110.2.2,N1110.2.2 (R502.2.2) Heating and Cooling Systems,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,HVAC ductwork newly installed as part of an addition shall comply with Section N1103.Exception: Where ductwork from an existing heating and cooling system is extended to an addition Section N1103.3.7 and Section N1103.3.8 shall not be required.
Chapter 11 [RE] Energy Efficiency,N1110.2.3,N1110.2.3 (R502.2.3) Service Hot Water Systems,3,PlumbingSystem,Residential (R),sd|dd|cd,plumbing_systems,mechanical_engineer,New service hot water systems that are part of the addition shall comply with Section N1103.5.
Chapter 11 [RE] Energy Efficiency,N1110.2.4,N1110.2.4 (R502.2.4) Lighting,3,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|High Hazard (H),dd|cd,electrical_systems,electrical_engineer,New lighting systems that are part of the addition shall comply with Section N1104.1.
Chapter 11 [RE] Energy Efficiency,N1110.2.5,N1110.2.5 (R502.2.5) Additional Efficiency Credit Requirements for Additions,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,Additions shall comply with sufficient measures from Table N1108.2 to achieve not less than five credits. Alterations to the existing building that are not part of the addition but permitted with the addition shall be permitted to be used to achieve this requirement. Exceptions: Additions that increase the building's total conditioned floor area by less than 25 percent. Additions that do not include the addition or replacement of equipment covered in Section N1103.5 or N1103.7. Additions that do not increase conditioned space. Where the addition alone or the existing building and addition together comply with Section N1105 or N1106.
